ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
1, 0.000, 0.000, 0.000, 0.000, backend_managers.py:32(ToolManager)
1, 0.000, 0.000, 0.000, 0.000, backend_managers.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, spines.py:14(Spine)
1, 0.000, 0.000, 0.000, 0.000, spines.py:480(SpinesProxy)
1, 0.000, 0.000, 0.000, 0.000, spines.py:515(Spines)
1, 0.000, 0.000, 0.002, 0.002, spines.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, image.py:230(_ImageBase)
1, 0.000, 0.000, 0.000, 0.000, image.py:857(AxesImage)
1, 0.000, 0.000, 0.000, 0.000, image.py:1044(NonUniformImage)
1, 0.000, 0.000, 0.000, 0.000, image.py:1204(PcolorImage)
1, 0.000, 0.000, 0.000, 0.000, image.py:1357(FigureImage)
1, 0.000, 0.000, 0.000, 0.000, image.py:1420(BboxImage)
1, 0.000, 0.000, 0.010, 0.010, image.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, core.py:47(<dictcomp>)
1, 0.000, 0.000, 0.000, 0.000, core.py:227(update_user_library)
1, 0.000, 0.000, 0.000, 0.000, core.py:246(update_nested_dict)
1, 0.000, 0.000, 0.000, 0.000, core.py:260(_StyleLibrary)
1, 0.000, 0.000, 0.000, 0.000, core.py:276(reload_library)
1, 0.000, 0.000, 0.000, 0.000, _common.py:21(package_to_anchor)
1, 0.000, 0.000, 0.000, 0.000, abc.py:13(ResourceReader)
1, 0.000, 0.000, 0.000, 0.000, abc.py:55(TraversalError)
1, 0.000, 0.000, 0.000, 0.000, abc.py:59(Traversable)
1, 0.000, 0.000, 0.000, 0.000, abc.py:150(TraversableResources)
1, 0.000, 0.000, 0.001, 0.001, abc.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _compat.py:31(TraversableResourcesLoader)
1, 0.000, 0.000, 0.001, 0.001, _compat.py:3(<module>)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:69(InitializedState)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:87(CompleteDirs)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:152(FastLookup)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:176(Path)
1, 0.000, 0.000, 0.000, 0.000, py310compat.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _legacy.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, figure.py:73(_AxesStack)
1, 0.000, 0.000, 0.000, 0.000, figure.py:110(SubplotParams)
1, 0.000, 0.000, 0.001, 0.001, figure.py:170(FigureBase)
1, 0.000, 0.000, 0.000, 0.000, figure.py:2125(SubFigure)
1, 0.000, 0.000, 0.000, 0.000, figure.py:2341(Figure)
1, 0.000, 0.000, 0.146, 0.146, figure.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _blocking_input.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:64(__init__)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:67(register)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:77(get_projection_names)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:61(ProjectionRegistry)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:8(_SubplotBaseMeta)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:14(SubplotBase)
1, 0.000, 0.000, 0.000, 0.000, _base.py:35(_axis_method_wrapper)
1, 0.000, 0.000, 0.000, 0.000, _base.py:96(_TransformedBoundsLocator)
1, 0.000, 0.000, 0.000, 0.000, _base.py:211(_process_plot_var_args)
1, 0.000, 0.000, 0.000, 0.000, _base.py:559(<dictcomp>)
1, 0.000, 0.000, 0.000, 0.000, _base.py:1406(ArtistList)
1, 0.000, 0.000, 0.001, 0.001, _base.py:547(_AxesBase)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:208(OffsetBox)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:421(PackerBase)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:468(VPacker)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:500(HPacker)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:528(PaddedBox)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:597(DrawingArea)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:709(TextArea)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:826(AuxTransformBox)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:908(AnchoredOffsetbox)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:1101(AnchoredText)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:1145(OffsetImage)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:1217(AnnotationBbox)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:1474(DraggableBase)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:1586(DraggableOffsetBox)
1, 0.000, 0.000, 0.000, 0.000, offsetbox.py:1611(DraggableAnnotation)
1, 0.000, 0.000, 0.012, 0.012, offsetbox.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, axis.py:31(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, axis.py:32(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, axis.py:36(Tick)
1, 0.000, 0.000, 0.000, 0.000, axis.py:409(XTick)
1, 0.000, 0.000, 0.000, 0.000, axis.py:470(YTick)
1, 0.000, 0.000, 0.000, 0.000, axis.py:531(Ticker)
1, 0.000, 0.000, 0.000, 0.000, axis.py:572(_LazyTickList)
1, 0.000, 0.000, 0.000, 0.000, axis.py:604(Axis)
1, 0.000, 0.000, 0.000, 0.000, axis.py:2228(XAxis)
1, 0.000, 0.000, 0.000, 0.000, axis.py:2487(YAxis)
1, 0.000, 0.000, 0.010, 0.010, axis.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, units.py:52(ConversionError)
1, 0.000, 0.000, 0.000, 0.000, units.py:72(AxisInfo)
1, 0.000, 0.000, 0.000, 0.000, units.py:108(ConversionInterface)
1, 0.000, 0.000, 0.000, 0.000, units.py:135(DecimalConverter)
1, 0.000, 0.000, 0.000, 0.000, units.py:161(Registry)
1, 0.000, 0.000, 0.000, 0.000, units.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, gridspec.py:27(GridSpecBase)
1, 0.000, 0.000, 0.000, 0.000, gridspec.py:319(GridSpec)
1, 0.000, 0.000, 0.000, 0.000, gridspec.py:475(GridSpecFromSubplotSpec)
1, 0.000, 0.000, 0.000, 0.000, gridspec.py:530(SubplotSpec)
1, 0.000, 0.000, 0.000, 0.000, gridspec.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _tight_layout.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, table.py:35(Cell)
1, 0.000, 0.000, 0.000, 0.000, table.py:238(Table)
1, 0.000, 0.000, 0.004, 0.004, table.py:9(<module>)
1, 0.000, 0.000, 0.000, 0.000, _factories.py:13(__call__)
1, 0.000, 0.000, 0.000, 0.000, _factories.py:8(_TzSingleton)
1, 0.000, 0.000, 0.000, 0.000, _factories.py:19(_TzFactory)
1, 0.000, 0.000, 0.000, 0.000, _factories.py:26(__init__)
1, 0.000, 0.000, 0.000, 0.000, _factories.py:25(_TzOffsetFactory)
1, 0.000, 0.000, 0.000, 0.000, _factories.py:56(__init__)
1, 0.000, 0.000, 0.000, 0.000, _factories.py:55(_TzStrFactory)
1, 0.000, 0.000, 0.000, 0.000, _factories.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, win.py:2(<module>)
1, 0.000, 0.000, 0.000, 0.000, isoparser.py:43(__init__)
1, 0.000, 0.000, 0.000, 0.000, isoparser.py:42(isoparser)
1, 0.000, 0.000, 0.000, 0.000, isoparser.py:2(<module>)
1, 0.000, 0.000, 0.000, 0.000, dates.py:205(__getattr__)
1, 0.000, 0.000, 0.000, 0.000, dates.py:627(DateFormatter)
1, 0.000, 0.000, 0.000, 0.000, dates.py:658(ConciseDateFormatter)
1, 0.000, 0.000, 0.000, 0.000, dates.py:879(AutoDateFormatter)
1, 0.000, 0.000, 0.000, 0.000, dates.py:999(rrulewrapper)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1120(DateLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1196(RRuleLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1272(AutoDateLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1505(YearLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1555(MonthLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1582(WeekdayLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1609(DayLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1637(HourLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1662(MinuteLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1687(SecondLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1711(MicrosecondLocator)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1826(DateConverter)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1887(ConciseDateConverter)
1, 0.000, 0.000, 0.000, 0.000, dates.py:1914(_SwitchableDateConverter)
1, 0.000, 0.000, 0.001, 0.001, dates.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, rrule.py:66(weekday)
1, 0.000, 0.000, 0.000, 0.000, rrule.py:94(rrulebase)
1, 0.000, 0.000, 0.000, 0.000, rrule.py:305(rrule)
1, 0.000, 0.000, 0.000, 0.000, rrule.py:1112(_iterinfo)
1, 0.000, 0.000, 0.000, 0.000, rrule.py:1315(_genitem)
1, 0.000, 0.000, 0.000, 0.000, rrule.py:1307(rruleset)
1, 0.000, 0.000, 0.000, 0.000, rrule.py:1418(_rrulestr)
1, 0.000, 0.000, 0.000, 0.000, rrule.py:2(<module>)
1, 0.000, 0.000, 0.000, 0.000, legend.py:53(DraggableLegend)
1, 0.000, 0.000, 0.000, 0.000, legend.py:333(Legend)
1, 0.000, 0.000, 0.003, 0.003, legend.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, container.py:5(Container)
1, 0.000, 0.000, 0.000, 0.000, container.py:43(BarContainer)
1, 0.000, 0.000, 0.000, 0.000, container.py:78(ErrorbarContainer)
1, 0.000, 0.000, 0.000, 0.000, container.py:110(StemContainer)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:46(HandlerBase)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:167(HandlerNpoints)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:209(HandlerNpointsYoffsets)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:239(HandlerLine2DCompound)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:276(HandlerLine2D)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:315(HandlerPatch)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:362(HandlerStepPatch)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:399(HandlerLineCollection)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:431(HandlerRegularPolyCollection)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:505(HandlerPathCollection)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:516(HandlerCircleCollection)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:528(__init__)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:525(HandlerErrorbar)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:637(__init__)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:632(HandlerStem)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:728(__init__)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:723(HandlerTuple)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:776(HandlerPolyCollection)
1, 0.000, 0.000, 0.000, 0.000, legend_handler.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, mlab.py:843(GaussianKDE)
1, 0.000, 0.000, 0.000, 0.000, mlab.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, quiver.py:235(QuiverKey)
1, 0.000, 0.000, 0.000, 0.000, quiver.py:446(Quiver)
1, 0.000, 0.000, 0.000, 0.000, quiver.py:867(Barbs)
1, 0.000, 0.000, 0.006, 0.006, quiver.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, stackplot.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, streamplot.py:244(StreamplotSet)
1, 0.000, 0.000, 0.000, 0.000, streamplot.py:254(DomainMap)
1, 0.000, 0.000, 0.000, 0.000, streamplot.py:317(Grid)
1, 0.000, 0.000, 0.000, 0.000, streamplot.py:375(StreamMask)
1, 0.000, 0.000, 0.000, 0.000, streamplot.py:429(InvalidIndexError)
1, 0.000, 0.000, 0.000, 0.000, streamplot.py:433(TerminateTrajectory)
1, 0.000, 0.000, 0.000, 0.000, streamplot.py:505(OutOfBounds)
1, 0.000, 0.000, 0.000, 0.000, streamplot.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _triangulation.py:6(Triangulation)
1, 0.000, 0.000, 0.000, 0.000, _triangulation.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _tricontour.py:8(TriContourSet)
1, 0.000, 0.000, 0.000, 0.000, _tricontour.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _trifinder.py:7(TriFinder)
1, 0.000, 0.000, 0.000, 0.000, _trifinder.py:24(TrapezoidMapTriFinder)
1, 0.000, 0.000, 0.000, 0.000, _trifinder.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:15(TriInterpolator)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:232(LinearTriInterpolator)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:286(CubicTriInterpolator)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:578(_ReducedHCT_Element)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:985(_DOF_estimator)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:1061(_DOF_estimator_user)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:1071(_DOF_estimator_geom)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:1156(_DOF_estimator_min_E)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:1215(_Sparse_Matrix_coo)
1, 0.000, 0.000, 0.000, 0.000, _triinterpolate.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _tritools.py:11(TriAnalyzer)
1, 0.000, 0.000, 0.000, 0.000, _tritools.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _tripcolor.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _triplot.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _trirefine.py:12(TriRefiner)
1, 0.000, 0.000, 0.000, 0.000, _trirefine.py:47(UniformTriRefiner)
1, 0.000, 0.000, 0.000, 0.000, _trirefine.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _secondary_axes.py:11(SecondaryAxis)
1, 0.000, 0.000, 0.003, 0.003, _secondary_axes.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, geo.py:18(ThetaFormatter)
1, 0.000, 0.000, 0.000, 0.000, geo.py:15(GeoAxes)
1, 0.000, 0.000, 0.000, 0.000, geo.py:225(_GeoTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:251(AitoffTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:273(InvertedAitoffTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:248(AitoffAxes)
1, 0.000, 0.000, 0.000, 0.000, geo.py:297(HammerTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:315(InvertedHammerTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:294(HammerAxes)
1, 0.000, 0.000, 0.000, 0.000, geo.py:342(MollweideTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:383(InvertedMollweideTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:339(MollweideAxes)
1, 0.000, 0.000, 0.000, 0.000, geo.py:412(LambertTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:451(InvertedLambertTransform)
1, 0.000, 0.000, 0.000, 0.000, geo.py:409(LambertAxes)
1, 0.000, 0.000, 0.013, 0.013, geo.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, polar.py:18(PolarTransform)
1, 0.000, 0.000, 0.000, 0.000, polar.py:139(PolarAffine)
1, 0.000, 0.000, 0.000, 0.000, polar.py:187(InvertedPolarTransform)
1, 0.000, 0.000, 0.000, 0.000, polar.py:239(ThetaFormatter)
1, 0.000, 0.000, 0.000, 0.000, polar.py:257(_AxisWrapper)
1, 0.000, 0.000, 0.000, 0.000, polar.py:280(ThetaLocator)
1, 0.000, 0.000, 0.000, 0.000, polar.py:309(ThetaTick)
1, 0.000, 0.000, 0.002, 0.002, axes3d.py:42(Axes3D)
1, 0.000, 0.000, 0.033, 0.033, axes3d.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, art3d.py:76(Text3D)
1, 0.000, 0.000, 0.000, 0.000, art3d.py:183(Line3D)
1, 0.000, 0.000, 0.000, 0.000, art3d.py:341(Line3DCollection)
1, 0.000, 0.000, 0.000, 0.000, art3d.py:381(Patch3D)
1, 0.000, 0.000, 0.000, 0.000, art3d.py:431(PathPatch3D)
1, 0.000, 0.000, 0.000, 0.000, art3d.py:503(Patch3DCollection)
1, 0.000, 0.000, 0.000, 0.000, art3d.py:610(Path3DCollection)
1, 0.000, 0.000, 0.000, 0.000, art3d.py:812(Poly3DCollection)
1, 0.000, 0.000, 0.016, 0.016, art3d.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, proj3d.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, backend_pdf.py:686(PdfFile)
1, 0.000, 0.000, 0.000, 0.000, backend_pdf.py:1965(RendererPdf)
1, 0.000, 0.000, 0.000, 0.000, backend_pdf.py:2468(GraphicsContextPdf)
1, 0.000, 0.000, 0.000, 0.000, backend_pdf.py:2673(PdfPages)
1, 0.000, 0.000, 0.000, 0.000, backend_pdf.py:2790(FigureCanvasPdf)
1, 0.000, 0.000, 0.000, 0.000, backend_pdf.py:2833(_BackendPdf)
1, 0.000, 0.000, 0.133, 0.133, backend_pdf.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:39(_Token)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:87(_NameToken)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:97(_BooleanToken)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:104(_KeywordToken)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:111(_DelimiterToken)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:124(_WhitespaceToken)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:128(_StringToken)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:154(_BinaryToken)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:161(_NumberToken)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:273(_BalancedExpression)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:321(Type1Font)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:778(<dictcomp>)
1, 0.000, 0.000, 0.000, 0.000, _type1font.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, backend_mixed.py:8(MixedModeRenderer)
1, 0.000, 0.000, 0.003, 0.003, backend_mixed.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, backend_agg.py:59(RendererAgg)
1, 0.000, 0.000, 0.000, 0.000, backend_agg.py:379(FigureCanvasAgg)
1, 0.000, 0.000, 0.000, 0.000, backend_agg.py:552(_BackendAgg)
1, 0.000, 0.000, 0.002, 0.002, backend_agg.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _backend_pdf_ps.py:55(CharacterTracker)
1, 0.000, 0.000, 0.000, 0.000, _backend_pdf_ps.py:77(RendererPDFPSBase)
1, 0.000, 0.000, 0.127, 0.127, _backend_pdf_ps.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, loggingTools.py:22(LevelFormatter)
1, 0.000, 0.000, 0.000, 0.000, loggingTools.py:229(Timer)
1, 0.000, 0.000, 0.000, 0.000, loggingTools.py:393(ChannelsFilter)
1, 0.000, 0.000, 0.000, 0.000, loggingTools.py:437(CapturingLogHandler)
1, 0.000, 0.000, 0.000, 0.000, loggingTools.py:481(LogMixin)
1, 0.000, 0.000, 0.000, 0.000, loggingTools.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:2990(OptionError)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:2993(UnknownOptionError)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:2989(Options)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:3221(SubsettingError)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:3224(MissingGlyphsSubsettingError)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:3227(MissingUnicodesSubsettingError)
1, 0.000, 0.000, 0.000, 0.000, ttGlyphSet.py:14(_TTGlyphSet)
1, 0.000, 0.000, 0.000, 0.000, ttGlyphSet.py:91(_TTGlyphSetGlyf)
1, 0.000, 0.000, 0.000, 0.000, ttGlyphSet.py:101(_TTGlyphSetCFF)
1, 0.000, 0.000, 0.000, 0.000, ttGlyphSet.py:121(_TTGlyph)
1, 0.000, 0.000, 0.000, 0.000, ttGlyphSet.py:165(_TTGlyphGlyf)
1, 0.000, 0.000, 0.000, 0.000, ttGlyphSet.py:275(_TTGlyphCFF)
1, 0.000, 0.000, 0.003, 0.003, ttGlyphSet.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, fixedTools.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, transform.py:78(Transform)
1, 0.000, 0.000, 0.000, 0.000, transform.py:410(DecomposedTransform)
1, 0.000, 0.000, 0.001, 0.001, transform.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, transformPen.py:7(TransformPen)
1, 0.000, 0.000, 0.000, 0.000, transformPen.py:58(TransformPointPen)
1, 0.000, 0.000, 0.001, 0.001, transformPen.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, filterPen.py:6(_PassThruComponentsMixin)
1, 0.000, 0.000, 0.000, 0.000, filterPen.py:11(FilterPen)
1, 0.000, 0.000, 0.000, 0.000, filterPen.py:86(ContourFilterPen)
1, 0.000, 0.000, 0.000, 0.000, filterPen.py:129(FilterPointPen)
1, 0.000, 0.000, 0.001, 0.001, filterPen.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:54(PenError)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:58(OpenContourError)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:62(AbstractPen)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:150(NullPen)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:179(LoggingPen)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:185(MissingComponentError)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:189(DecomposingPen)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:231(BasePen)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:415(_TestPen)
1, 0.000, 0.000, 0.000, 0.000, basePen.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, pointPen.py:31(AbstractPointPen)
1, 0.000, 0.000, 0.000, 0.000, pointPen.py:81(BasePointToSegmentPen)
1, 0.000, 0.000, 0.000, 0.000, pointPen.py:182(PointToSegmentPen)
1, 0.000, 0.000, 0.000, 0.000, pointPen.py:267(SegmentToPointPen)
1, 0.000, 0.000, 0.000, 0.000, pointPen.py:345(GuessSmoothPointPen)
1, 0.000, 0.000, 0.000, 0.000, pointPen.py:435(ReverseContourPointPen)
1, 0.000, 0.000, 0.000, 0.000, pointPen.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, recordingPen.py:26(RecordingPen)
1, 0.000, 0.000, 0.000, 0.000, recordingPen.py:80(DecomposingRecordingPen)
1, 0.000, 0.000, 0.000, 0.000, recordingPen.py:109(RecordingPointPen)
1, 0.000, 0.000, 0.000, 0.000, recordingPen.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, sfnt.py:28(SFNTReader)
1, 0.000, 0.000, 0.000, 0.000, sfnt.py:197(SFNTWriter)
1, 0.000, 0.000, 0.000, 0.000, sfnt.py:485(DirectoryEntry)
1, 0.000, 0.000, 0.000, 0.000, sfnt.py:526(SFNTDirectoryEntry)
1, 0.000, 0.000, 0.000, 0.000, sfnt.py:532(WOFFDirectoryEntry)
1, 0.000, 0.000, 0.000, 0.000, sfnt.py:573(WOFFFlavorData)
1, 0.000, 0.000, 0.001, 0.001, sfnt.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, sstruct.py:58(Error)
1, 0.000, 0.000, 0.001, 0.001, sstruct.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, ttCollection.py:10(TTCollection)
1, 0.000, 0.000, 0.000, 0.000, ttCollection.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:40(AATStateTable)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:47(AATState)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:52(AATAction)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:73(RearrangementMorphAction)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:158(ContextualMorphAction)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:223(LigAction)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:238(LigatureMorphAction)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:379(InsertionMorphAction)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:514(FeatureParams)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:528(FeatureParamsSize)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:532(FeatureParamsStylisticSet)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:536(FeatureParamsCharacterVariants)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:540(Coverage)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:635(DeltaSetIndexMap)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:708(VarIdxMap)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:760(VarRegionList)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:778(SingleSubst)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:858(MultipleSubst)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:933(ClassDef)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1039(AlternateSubst)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1109(LigatureSubst)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1204(COLR)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1261(LookupList)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1307(BaseGlyphRecordArray)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1315(BaseGlyphList)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1323(ClipBoxFormat)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1334(ClipBox)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1344(ClipList)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1493(ExtendMode)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1501(CompositeMode)
1, 0.000, 0.000, 0.000, 0.000, otTables.py:1532(PaintFormat)
